=== TOTAL: 255 cols x 138 rows ===
=== USED COLUMNS: 131 ===
=== USED COL INDICES: 0,2,3,6,7,9,11,12,15,17,18,20,21,22,23,24,27,28,30,35,37,38,42,44,46,47,50,52,53,55,56,57,58,59,62,63,65,70,72,73,76,78,79,80,82,85,87,88,90,91,92,94,95,96,97,105,107,111,112,113,115,117,120,122,123,125,127,129,130,131,132,140,142,143,146,147,148,150,152,155,156,157,158,159,160,162,164,165,166,167,175,177,180,182,185,187,188,189,190,192,193,195,196,199,200,201,202,205,206,208,211,213,216,218,219,220,223,226,227,230,231,233,237,239,242,244,247,249,250,251,254 ===

R0: 견적번호 : |  | 2-32 |  |  |  |  |  |  |  |  | 상호 |  |  | ㈜ 네 오 판 넬 |  |  |  |  | 견적번호 : |  | 2-32 | 0 |  |  |  |  |  |  | 상호 |  |  | ㈜ 네 오 판 넬 |  |  |  |  |  | ㈜ 네 오 판 넬 |  |  |  |  |  | 물량산출내역 |  |  |  |  |  |  |  | 수주처 |  |  | 상호 | ㈜ 네 오 판 넬 |  |  |  |  | 출  고  증 |  |  |  |  |  |  | 견적번호 |  | 2-32 | 상호 | ㈜ 네 오 판 넬 |  |  |  |  |  | 시험성적서 요청 |  |  |  |  |  |  |  |  | 수주처 |  | 0 | 자  재  발  주  서 |  |  |  |  |  |  |  |  | 발주처 |  |  | ㈜ 네 오 판 넬 |  |  |  |  |  | 자  재  발  주  서 |  |  |  |  |  |  |  | 발주처 |  | ㈜ 네 오 판 넬 |  |  |  | 자  재  발  주  서 |  |  |  |  |  |  |  | 발주처
R1: 고객명 : |  | 유창건설 |  |  |  |  |  |  |  |  | 담당자 |  |  | 정학록 (010-4775-6318) |  |  |  |  | 고객명 : |  | 유창건설 |  |  |  |  |  |  |  | 담당자 |  |  | 정학록 (010-4775-6318) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 견적번호 |  | 2-32 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R2: 생산일 : |  |  |  | 견  적  서 |  |  |  |  |  |  | 사무실 |  |  | (041) 548 - 0484 |  | 팩스 |  | (041) 548 - 0485 | 생산일 : |  | 1월 0일 토요일 | 견   적   서 |  |  |  |  |  |  | 사무실 |  |  | (041) 548 - 0484 |  | 팩스 |  | (041) 548 - 0485 | 사무실 | (041) 548 - 0484 |  | 팩스 | (041) 548 - 0485 |  |  |  |  |  |  |  |  |  |  | 수주번호 |  |  | 사무실 | (041) 548 - 0484 | 팩스 |  | (041) 548 - 0485 |  |  |  |  |  |  |  |  | 수주번호 |  | 토요일, 1월 00, 1900 | 사무실 | (041) 548 - 0484 |  | 팩스 |  | (041) 548 - 0485 |  |  |  |  |  |  |  |  |  |  | 수주번호 |  | 토요일, 1월 00, 1900 |  |  |  |  |  |  |  |  |  | 수주처 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 수주처 |  |  |  |  |  |  |  |  |  |  |  |  |  | 수주처
R66: *난연 가등급* |  |  |  |  |  | *내화1시간* |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | C/S유바 (아이보리) |  |  |  |  |  | 125T |  |  |  | ea |  |  |  |  |  |  |  | 125T 방화문 도어록포함 |  |  |  |  | 900-2100 |  |  |  | ea |  |  |  |  |  |  | 스크류볼트 |  |  |  |  |  | 150mm |  |  |  |  | ea |  |  |  |  |  |  |  | 상부용마루 (청색) |  |  |  | 200-200 |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R67:  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | C/S유바 (아이보리) |  |  |  |  |  | 150T |  |  |  | ea |  |  |  |  |  |  |  | 150T 방화문 도어록포함 |  |  |  |  | 900-2100 |  |  |  | ea |  |  |  |  |  |  | 스크류볼트 |  |  |  |  |  | 180mm |  |  |  |  | ea |  |  |  |  |  |  |  | 싱글용마루 (아이보리) |  |  |  | 140-140 |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R68: 50T 벽체 소골 |  |  |  |  |  | 50T 지붕 |  |  |  |  |  |  | 50T 징크판넬 (500골) |  |  |  |  |  | 50T V-7 |  |  |  |  | 50T 싸이딩 |  |  |  |  |  |  | 50T 500골 |  |  |  |  |  | 아연유바 |  |  |  |  |  | 50T |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | .00 |  |  |  |  |  |  | 스크류볼트 |  |  |  |  |  | 210mm |  |  |  |  | ea |  |  |  |  |  |  |  | 싱글용마루 (아이보리) |  |  |  | 200-200 |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R69: (아+아) |  |  |  |  |  | (청+아) |  |  |  |  |  |  | (블랙징크+아) |  |  |  |  |  | (은회색+아) |  |  |  |  | (백색엠보+아) |  |  |  |  |  |  | (은회색+아) |  |  |  |  |  | 아연유바 |  |  |  |  |  | 75T |  |  |  | ea |  |  |  |  |  |  |  | 50T 스윙도어 도어록포함 |  |  |  |  | 900-2100 |  |  |  | ea |  |  |  |  |  |  | 스크류볼트 |  |  |  |  |  | 230mm |  |  |  |  | ea |  |  |  |  |  |  |  | 하부용마루 (아이보리) |  |  |  | 140-140 |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R70: 75T 벽체 소골 |  |  |  |  |  | 75T 지붕 |  |  |  |  |  |  | 75T 징크판넬 (500골) |  |  |  |  |  | 75T V-7 |  |  |  |  | 75T 싸이딩 |  |  |  |  |  |  | 75T 500골 |  |  |  |  |  | 아연유바 |  |  |  |  |  | 100T |  |  |  | ea |  |  |  |  |  |  |  | 75T 스윙도어 도어록포함 |  |  |  |  | 900-2100 |  |  |  | ea |  |  |  |  |  |  | 스크류볼트 |  |  |  |  |  | 250mm |  |  |  |  | ea |  |  |  |  |  |  |  | 하부용마루 (아이보리) |  |  |  | 200-200 |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R71: (아+아) |  |  |  |  |  | (청+아) |  |  |  |  |  |  | (블랙징크+아) |  |  |  |  |  | (은회색+아) |  |  |  |  | (백색엠보+아) |  |  |  |  |  |  | (은회색+아) |  |  |  |  |  | 아연유바 |  |  |  |  |  | 125T |  |  |  | ea |  |  |  |  |  |  |  | 100T 스윙도어 도어록포함 |  |  |  |  | 900-2100 |  |  |  | ea |  |  |  |  |  |  | 스크류볼트 |  |  |  |  |  | 280mm |  |  |  |  | ea |  |  |  |  |  |  |  | 선홈통 (유니스톤) |  |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R72: 100T 벽체 소골 |  |  |  |  |  | 100T 지붕 |  |  |  |  |  |  | 100T 징크판넬 (500골) |  |  |  |  |  | 100T V-7 |  |  |  |  | 100T 싸이딩 |  |  |  |  |  |  | 100T 500골 |  |  |  |  |  | 아연유바 |  |  |  |  |  | 150T |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 스크류볼트 |  |  |  |  |  | 300mm |  |  |  |  | ea |  |  |  |  |  |  |  | 유도모임집 (유니스톤) |  |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R73: (아+아) |  |  |  |  |  | (청+아) |  |  |  |  |  |  | (블랙징크+아) |  |  |  |  |  | (은회색+아) |  |  |  |  | (백색엠보+아) |  |  |  |  |  |  | (은회색+아) |  |  |  |  |  | 스틸유바 (아이보리) |  |  |  |  |  | 50T |  |  |  | ea |  |  |  |  |  |  |  | 코너커버 (아이보리) |  |  |  |  | 50T |  |  |  | ea |  |  |  |  |  |  | 스크류볼트 |  |  |  |  |  | 330mm |  |  |  |  | ea |  |  |  |  |  |  |  | 사각모임집 (유니스톤) |  |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R74: 125T 벽체 소골 |  |  |  |  |  | 125T 지붕 |  |  |  |  |  |  | 125T 징크판넬 (500골) |  |  |  |  |  | 125T V-7 |  |  |  |  | 125T 싸이딩 |  |  |  |  |  |  | 125T 500골 |  |  |  |  |  | 스틸유바 (아이보리) |  |  |  |  |  | 75T |  |  |  | ea |  |  |  |  |  |  |  | 코너커버 (아이보리) |  |  |  |  | 75T |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | .00 |  |  |  |  |  |  |  | 엘보 (유니스톤) |  |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R75: (아+아) |  |  |  |  |  | (청+아) |  |  |  |  |  |  | (블랙징크+아) |  |  |  |  |  | (은회색+아) |  |  |  |  | (백색엠보+아) |  |  |  |  |  |  | (은회색+아) |  |  |  |  |  | 스틸유바 (아이보리) |  |  |  |  |  | 100T |  |  |  | ea |  |  |  |  |  |  |  | 코너커버 (아이보리) |  |  |  |  | 100T |  |  |  | ea |  |  |  |  |  |  | 테크피스 |  |  |  |  |  | 16mm |  |  |  |  | ea |  |  |  |  |  |  |  | 반도 (유니스톤) |  |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R76: 150T 벽체 소골 |  |  |  |  |  | 150T 지붕 |  |  |  |  |  |  | 150T 징크판넬 (500골) |  |  |  |  |  | 150T V-7 |  |  |  |  | 150T 싸이딩 |  |  |  |  |  |  | 150T 500골 |  |  |  |  |  | 스틸유바 (아이보리) |  |  |  |  |  | 125T |  |  |  | ea |  |  |  |  |  |  |  | 코너커버 (아이보리) |  |  |  |  | 125T |  |  |  | ea |  |  |  |  |  |  | 컬러피스 (아이보리) |  |  |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  |  | 옆마개 (유니스톤) |  |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R77: (아+아) |  |  |  |  |  | (청+아) |  |  |  |  |  |  | (블랙징크+아) |  |  |  |  |  | (은회색+아) |  |  |  |  | (백색엠보+아) |  |  |  |  |  |  | (은회색+아) |  |  |  |  |  | 스틸유바 (아이보리) |  |  |  |  |  | 150T |  |  |  | ea |  |  |  |  |  |  |  | 코너커버 (아이보리) |  |  |  |  | 150T |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 걸이쇠 |  |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R78: 155T 벽체 소골 |  |  |  |  |  | 175T 지붕 |  |  |  |  |  |  | 155T 징크판넬 (500골) |  |  |  |  |  | 155T V-7 |  |  |  |  | 155T 싸이딩 |  |  |  |  |  |  | 155T 500골 |  |  |  |  |  | 내부엘바 (아이보리) |  |  |  |  |  | 40-40 |  |  |  | ea |  |  |  |  |  |  |  | 코너커버 (은회색) |  |  |  |  | 50T |  |  |  | ea |  |  |  |  |  |  | 원형캡 (아이보리) |  |  |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  |  | 슁글용마감후레싱 (유니스톤) |  |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R79: (아+아) |  |  |  |  |  | (청+아) |  |  |  |  |  |  | (블랙징크+아) |  |  |  |  |  | (은회색+아) |  |  |  |  | (백색엠보+아) |  |  |  |  |  |  | (은회색+아) |  |  |  |  |  | 내부엘바 (아이보리) |  |  |  |  |  | 100-100 |  |  |  | ea |  |  |  |  |  |  |  | 코너커버 (은회색) |  |  |  |  | 75T |  |  |  | ea |  |  |  |  |  |  | 일자캡 (은회색) |  |  |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  |  | 엔드캡 (청색) |  |  |  | 50T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R80: 175T 벽체 소골 |  |  |  |  |  | 200T 지붕 |  |  |  |  |  |  | 175T 징크판넬 (500골) |  |  |  |  |  | 175T V-7 |  |  |  |  | 175T 싸이딩 |  |  |  |  |  |  | 175T 500골 |  |  |  |  |  | 외부엘바 (아이보리) |  |  |  |  |  | 40-40 |  |  |  | ea |  |  |  |  |  |  |  | 코너커버 (은회색) |  |  |  |  | 100T |  |  |  | ea |  |  |  |  |  |  | 지붕캡 (청색) |  |  |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  |  | 엔드캡 (청색) |  |  |  | 75T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R81: (아+아) |  |  |  |  |  | (청+아) |  |  |  |  |  |  | (블랙징크+아) |  |  |  |  |  | (은회색+아) |  |  |  |  | (백색엠보+아) |  |  |  |  |  |  | (은회색+아) |  |  |  |  |  | 외부엘바 (아이보리) |  |  |  |  |  | 100-100 |  |  |  | ea |  |  |  |  |  |  |  | 코너커버 (은회색) |  |  |  |  | 125T |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 엔드캡 (청색) |  |  |  | 100T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R82: 200T 벽체 소골 |  |  |  |  |  | 225T 지붕 |  |  |  |  |  |  | 200T 징크판넬 (500골) |  |  |  |  |  | 200T V-7 |  |  |  |  | 200T 싸이딩 |  |  |  |  |  |  | 200T 500골 |  |  |  |  |  | 아연의자베이스 |  |  |  |  |  | 50T |  |  |  | ea |  |  |  |  |  |  |  | 코너커버 (은회색) |  |  |  |  | 150T |  |  |  | ea |  |  |  |  |  |  | 크로쟈 (청색) |  |  |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  |  | 엔드캡 (청색) |  |  |  | 125T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R83: (아+아) |  |  |  |  |  | (청+아) |  |  |  |  |  |  | (블랙징크+아) |  |  |  |  |  | (은회색+아) |  |  |  |  | (백색엠보+아) |  |  |  |  |  |  | (은회색+아) |  |  |  |  |  | 아연의자베이스 |  |  |  |  |  | 75T |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 징크복합크로쟈 (블랙) |  |  |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  |  | 엔드캡 (청색) |  |  |  | 150T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R84: 225T 벽체 소골 |  |  |  |  |  | 260T 지붕 |  |  |  |  |  |  | 225T 징크판넬 (500골) |  |  |  |  |  | 225T V-7 |  |  |  |  | 225T 싸이딩 |  |  |  |  |  |  | 225T 500골 |  |  |  |  |  | 아연의자베이스 |  |  |  |  |  | 100T |  |  |  | ea |  |  |  |  |  |  |  | 조인트커버 (은회색) |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  | 징크 철크로쟈 (블랙) |  |  |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  |  | 엔드캡 (청색) |  |  |  | 175T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R85: (아+아) |  |  |  |  |  | (청+아) |  |  |  |  |  |  | (블랙징크+아) |  |  |  |  |  | (은회색+아) |  |  |  |  | (백색엠보+아) |  |  |  |  |  |  | (은회색+아) |  |  |  |  |  | 아연의자베이스 |  |  |  |  |  | 125T |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 캐노피삼각대 (아이보리) |  |  |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  |  | 엔드캡 (청색) |  |  |  | 200T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R86: 260T 벽체 소골 |  |  |  |  |  |  |  |  |  |  |  |  | 260T 징크판넬 (500골) |  |  |  |  |  | 260T V-7 |  |  |  |  | 260T 싸이딩 |  |  |  |  |  |  | 260T V-77 |  |  |  |  |  | 아연의자베이스 |  |  |  |  |  | 150T |  |  |  | ea |  |  |  |  |  |  |  | 실리콘 (투명) |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  | 물받이받침대 (청색) |  |  |  |  |  | 200용 |  |  |  |  | ea |  |  |  |  |  |  |  | 엔드캡 (청색) |  |  |  | 225T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R87: (아+아) |  |  |  |  |  |  |  |  |  |  |  |  | (블랙징크+아) |  |  |  |  |  | (은회색+아) |  |  |  |  | (백색엠보+아) |  |  |  |  |  |  | (은회색+아) |  |  |  |  |  | 아연의자베이스 |  |  |  |  |  | 155T |  |  |  | ea |  |  |  |  |  |  |  | 우레탄폼 (건용) |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  | 물받이받침대 (청색) |  |  |  |  |  | 300용 |  |  |  |  | ea |  |  |  |  |  |  |  | 엔드캡 (청색) |  |  |  | 260T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R90: 50T 벽체 소골 48K 그라스울 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R91: (아+아) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R92: 75T 벽체 소골 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R93: (아+아) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R94: 100T 벽체 소골 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R95: (아+아) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R96: 125T 벽체 소골 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R97: (아+아) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R98: 150T 벽체 소골 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R99: (아+아) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R100: 155T 벽체 소골 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R101: (아+아) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R102: 175T 벽체 소골 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R103: (아+아) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R104: 200T 벽체 소골 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R105: (아+아) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
